117.8616255,117.8616255,101.0883017,101.0883017,123.2673658,123.2673658,50.09095253,50.09095253,39.93608719,39.93608719,9.339563493,9.339563493,41.32128233,41.32128233,179.7348613,179.7348613,84.73498601,84.73498601,83.76256893,83.76256893
298.0722457,298.0722457,76.53011078,76.53011078,110.1355683,110.1355683,112.898215,112.898215,40.1339693,40.1339693,31.4099976,31.4099976,108.8620559,108.8620559,22.4019073,22.4019073,44.56956053,44.56956053,41.08844794,41.08844794
57.97082756,57.97082756,228.6356289,228.6356289,66.74385941,66.74385941,173.9292082,173.9292082,121.2137657,121.2137657,25.39723923,25.39723923,28.51023658,28.51023658,133.1162309,133.1162309,25.63256783,25.63256783,15.65427784,15.65427784
60.90572478,60.90572478,87.85252119,87.85252119,123.3691926,123.3691926,76.60493051,76.60493051,100.0751721,100.0751721,7.785753924,7.785753924,34.42033856,34.42033856,255.0841893,255.0841893,24.77926487,24.77926487,8.530870287,8.530870287
687.5875579,687.5875579,233.6341956,233.6341956,141.1631638,141.1631638,180.1404165,180.1404165,31.19335885,31.19335885,61.6695359,61.6695359,57.72500666,57.72500666,35.37696408,35.37696408,69.7786882,69.7786882,66.1278272,66.1278272
625.1252259,625.1252259,134.0399204,134.0399204,353.1790546,353.1790546,403.0417047,403.0417047,157.6738993,157.6738993,35.31705678,35.31705678,24.61251998,24.61251998,111.2569866,111.2569866,75.62936609,75.62936609,59.3263497,59.3263497
315.2779005,315.2779005,336.1870107,336.1870107,202.9359658,202.9359658,108.0543982,108.0543982,252.6812157,252.6812157,105.1904524,105.1904524,99.6073615,99.6073615,152.9181676,152.9181676,84.90357118,84.90357118,36.98191888,36.98191888
275.2964929,275.2964929,269.4564998,269.4564998,20.69827046,20.69827046,82.66823674,82.66823674,23.90778014,23.90778014,29.90915636,29.90915636,61.11756838,61.11756838,265.3179811,265.3179811,52.6862406,52.6862406,46.987571,46.987571
118.2515916,118.2515916,127.5940586,127.5940586,236.5157793,236.5157793,75.07949222,75.07949222,74.11315503,74.11315503,33.20294453,33.20294453,36.4867295,36.4867295,150.0638765,150.0638765,77.07586121,77.07586121,36.42798463,36.42798463
66.46966412,66.46966412,128.058967,128.058967,131.3838656,131.3838656,101.4144562,101.4144562,45.80066777,45.80066777,30.50220609,30.50220609,27.00818404,27.00818404,184.3512353,184.3512353,19.42144752,19.42144752,82.6660226,82.6660226
487.8059413,487.8059413,136.7404151,136.7404151,25.36473687,25.36473687,247.6967539,247.6967539,87.34721289,87.34721289,81.10392816,81.10392816,57.55735546,57.55735546,54.73666795,54.73666795,8.102948784,8.102948784,28.02268537,28.02268537
502.1110968,502.1110968,55.16337901,55.16337901,77.84431521,77.84431521,102.9437514,102.9437514,204.2372312,204.2372312,78.25047831,78.25047831,60.94714107,60.94714107,186.5540264,186.5540264,66.05722501,66.05722501,56.36030318,56.36030318
263.8982936,263.8982936,158.7411066,158.7411066,48.1635678,48.1635678,170.7374954,170.7374954,125.4465987,125.4465987,17.43825752,17.43825752,3.335135846,3.335135846,89.74297845,89.74297845,49.41876091,49.41876091,13.52112164,13.52112164
295.1314835,295.1314835,114.3746895,114.3746895,110.043701,110.043701,115.2759819,115.2759819,83.17586787,83.17586787,65.54203795,65.54203795,80.88816049,80.88816049,142.6555254,142.6555254,65.11623547,65.11623547,51.61916576,51.61916576
383.7505964,383.7505964,172.3661024,172.3661024,137.3142535,137.3142535,283.0891017,283.0891017,66.78647732,66.78647732,122.2637159,122.2637159,42.90832695,42.90832695,101.5525207,101.5525207,50.40204233,50.40204233,51.15059268,51.15059268
280.8766796,280.8766796,59.48716498,59.48716498,120.8959155,120.8959155,191.6307821,191.6307821,106.9333852,106.9333852,94.87761231,94.87761231,57.80413672,57.80413672,160.1210922,160.1210922,38.40966028,38.40966028,92.04127134,92.04127134
511.3856382,511.3856382,19.02345175,19.02345175,111.7067375,111.7067375,426.23263,426.23263,124.2778112,124.2778112,102.5216637,102.5216637,21.32414514,21.32414514,203.0171639,203.0171639,46.28555125,46.28555125,69.64278691,69.64278691
299.1352192,299.1352192,173.8305726,173.8305726,44.39414374,44.39414374,125.4119885,125.4119885,159.1384674,159.1384674,70.20908289,70.20908289,24.13226504,24.13226504,108.1587528,108.1587528,89.00749374,89.00749374,32.96524809,32.96524809
212.0451297,212.0451297,9.704684787,9.704684787,252.3839567,252.3839567,178.3627226,178.3627226,47.63869984,47.63869984,52.58375358,52.58375358,16.69285687,16.69285687,131.8075532,131.8075532,48.67664888,48.67664888,20.11691572,20.11691572
263.182811,263.182811,162.1190993,162.1190993,203.7814568,203.7814568,233.4965189,233.4965189,144.2502468,144.2502468,112.9651521,112.9651521,49.10363877,49.10363877,55.36498425,55.36498425,9.943829346,9.943829346,53.82636914,53.82636914
