300.776055,300.776055,162.27777,162.27777,148.8075786,148.8075786,937.0187563,937.0187563,218.1567737,218.1567737,27.64900142,27.64900142,13.97295104,13.97295104,33.78072479,33.78072479,93.60392008,93.60392008,120.5631379,120.5631379,0
392.4175029,392.4175029,79.24339032,79.24339032,98.56694422,98.56694422,572.8525202,572.8525202,256.687375,256.687375,54.57752333,54.57752333,26.98741758,26.98741758,26.62785911,26.62785911,65.32180198,65.32180198,59.4068556,59.4068556,0
238.6160181,238.6160181,12.17678771,12.17678771,109.8130003,109.8130003,400.1584646,400.1584646,30.34627354,30.34627354,76.73560841,76.73560841,17.05965505,17.05965505,10.71976508,10.71976508,32.40189888,32.40189888,145.4242435,145.4242435,0
76.27030557,76.27030557,40.36204148,40.36204148,37.6442034,37.6442034,256.3172308,256.3172308,90.76621325,90.76621325,2.002644775,2.002644775,33.47277861,33.47277861,32.1667103,32.1667103,94.11731041,94.11731041,13.27811367,13.27811367,0
370.8310857,370.8310857,329.8588686,329.8588686,60.59987059,60.59987059,338.1326688,338.1326688,69.2895732,69.2895732,76.54408133,76.54408133,34.05250755,34.05250755,13.11195829,13.11195829,10.38963761,10.38963761,251.9513789,251.9513789,0
112.4265145,112.4265145,68.07003821,68.07003821,62.81789577,62.81789577,299.3886369,299.3886369,41.48768952,41.48768952,80.70627325,80.70627325,14.52766566,14.52766566,24.50797348,24.50797348,31.43065107,31.43065107,89.63879757,89.63879757,0
335.8225658,335.8225658,220.9799117,220.9799117,158.9365216,158.9365216,118.0318612,118.0318612,85.04722191,85.04722191,48.34548781,48.34548781,31.26148423,31.26148423,53.62639052,53.62639052,69.98836009,69.98836009,233.3098934,233.3098934,0
590.6377082,590.6377082,301.157644,301.157644,116.7371407,116.7371407,574.6754245,574.6754245,278.7492493,278.7492493,61.97345744,61.97345744,64.83864957,64.83864957,34.01373683,34.01373683,94.68646629,94.68646629,101.4628181,101.4628181,0
349.1359554,349.1359554,84.01699289,84.01699289,18.94909507,18.94909507,424.2073393,424.2073393,107.3066317,107.3066317,26.53346718,26.53346718,44.43216774,44.43216774,17.20614101,17.20614101,24.56658818,24.56658818,74.32063215,74.32063215,0
154.692426,154.692426,144.1210237,144.1210237,129.5184547,129.5184547,206.4298014,206.4298014,54.59751067,54.59751067,34.36695304,34.36695304,33.65443736,33.65443736,37.08993485,37.08993485,59.60209365,59.60209365,117.0902194,117.0902194,0
53.65792485,53.65792485,184.0298901,184.0298901,71.47496383,71.47496383,560.9456045,560.9456045,52.00149306,52.00149306,72.66100145,72.66100145,31.32644226,31.32644226,50.52681832,50.52681832,23.97199468,23.97199468,68.03501317,68.03501317,0
