4147.802198,4158.608059,4146.813187,4143.699634,4142.197802,4143.186813,4144.358974,4135.494505,4145.604396,4147.838828,4142.820513,4152.710623,4153.479853,4153.369963,4145.970696,4141.355311,4149.377289,4145.604396,4149.487179,4150.695971,4149.413919,4158.388278,4150.769231,4151.611722,4155.311355,4149.96337,4154.945055,4151.501832,4153.223443,4157.912088,4159.59707,4172.637363,4167.875458,4162.527473,4162.197802,4152.197802,4157.142857,4156.263736,4158.021978,4167.582418,4162.783883,4165.311355,4163.589744,4161.391941,4163.663004,4160.03663,4170.989011,4169.267399,4164.102564,4173.369963,4166.959707,4166.703297,4166.593407,4163.772894,4172.271062,4170.989011,4177.216117,4180.659341,4176.556777,4180.915751,4174.908425,4177.179487,4181.391941,4175.641026,4178.791209,4174.835165,4179.67033,4186.117216,4183.223443,4193.772894,4191.648352,4187.838828,4191.465201,4188.498168,4196.300366,4192.124542,4187.728938,4192.527473,4187.948718,4191.391941,4184.652015,4180.10989,4187.216117,4177.216117,4175.238095,4176.446886,4177.838828,4183.772894,4176.630037,4182.014652,4183.809524,4176.373626,4180.989011,4177.289377,4181.648352,4187.985348,4187.985348,4190.32967,4178.571429,4177.655678,0
4155.421245,4160,4150.879121,4154.249084,4156.373626,4149.6337,4160.842491,4158.278388,4157.582418,4163.113553,4160.586081,4165.347985,4160.952381,4162.967033,4165.384615,4156.227106,4158.974359,4153.919414,4150.512821,4149.340659,4144.578755,4159.59707,4158.095238,4151.648352,4157.728938,4154.542125,4162.600733,4163.882784,4162.490842,4169.81685,4165.274725,4173.589744,4173.846154,4163.589744,4170.769231,4170.40293,4173.113553,4174.615385,4170.659341,4177.032967,4173.846154,4175.970696,4172.234432,4162.307692,4171.648352,4166.739927,4162.637363,4164.578755,4158.278388,4166.227106,4168.717949,4173.516484,4179.157509,4174.065934,4181.135531,4177.326007,4174.432234,4180.32967,4171.355311,4172.161172,4169.413919,4166.630037,4170.586081,4159.96337,4167.619048,4178.791209,4178.021978,4178.498168,4170.3663,4179.74359,4182.197802,4173.809524,4184.908425,4181.794872,4176.849817,4178.644689,4180.732601,4190.622711,4183.809524,4186.813187,4193.406593,4182.600733,4187.289377,4188.205128,4186.043956,4184.322344,4176.153846,4183.186813,4183.699634,4185.421245,4190.29304,4184.725275,4192.967033,4189.67033,4184.175824,4191.758242,4184.578755,4188.315018,4189.340659,4180.29304,0
4153.076923,4156.776557,4149.450549,4149.120879,4152.857143,4149.92674,4154.688645,4150.586081,4153.003663,4154.725275,4144.652015,4153.956044,4159.6337,4158.388278,4160.659341,4154.395604,4152.490842,4148.168498,4151.391941,4158.717949,4154.725275,4158.534799,4153.699634,4150.43956,4162.124542,4160.32967,4162.637363,4163.846154,4158.021978,4160.21978,4155.531136,4156.959707,4157.362637,4152.893773,4160.586081,4159.59707,4161.831502,4165.934066,4165.457875,4174.578755,4174.065934,4175.750916,4175.201465,4164.542125,4168.351648,4163.516484,4160.3663,4167.545788,4161.391941,4161.904762,4161.978022,4162.893773,4167.838828,4160.732601,4162.490842,4160.40293,4156.300366,4163.150183,4161.794872,4170.14652,4172.161172,4161.831502,4166.593407,4168.717949,4169.74359,4167.985348,4168.351648,4180,4173.772894,4168.461538,4171.245421,4170.40293,4174.615385,4167.545788,4171.501832,4184.065934,4177.032967,4175.824176,4172.344322,4166.776557,4166.117216,4158.791209,4161.794872,4162.783883,4169.85348,4183.919414,4177.619048,4178.388278,4178.681319,4174.652015,4179.52381,4172.967033,4170.47619,4167.142857,4162.710623,4167.728938,4161.025641,4163.333333,4169.59707,4166.190476,0
4158.827839,4167.179487,4163.040293,4164.358974,4178.058608,4173.296703,4175.604396,4169.194139,4155.897436,4159.194139,4157.106227,4160.14652,4158.717949,4154.835165,4162.124542,4161.355311,4169.56044,4170.842491,4162.197802,4167.619048,4161.868132,4161.501832,4163.553114,4154.212454,4159.230769,4159.010989,4163.443223,4168.937729,4160.549451,4167.069597,4166.373626,4161.318681,4160.512821,4152.124542,4157.692308,4155.274725,4152.197802,4160.842491,4157.399267,4160.47619,4160.43956,4158.534799,4164.468864,4157.728938,4160.549451,4161.318681,4156.996337,4165.054945,4159.67033,4156.593407,4152.161172,4146.263736,4157.472527,4154.871795,4153.479853,4153.846154,4147.619048,4156.923077,4153.553114,4150.842491,4157.069597,4156.739927,4167.435897,4163.992674,4155.274725,4155.238095,4147.875458,4150.07326,4148.974359,4150.10989,4156.336996,4153.479853,4166.959707,4171.428571,4164.835165,4171.098901,4165.604396,4162.124542,4158.131868,4153.846154,4163.736264,4164.688645,4167.216117,4164.175824,4158.498168,4171.172161,4169.120879,4165.860806,4164.468864,4157.545788,4167.216117,4162.893773,4156.739927,4161.318681,4160.879121,4171.904762,4169.56044,4166.446886,4175.164835,4171.318681,0
4169.89011,4175.091575,4169.377289,4173.736264,4164.102564,4157.252747,4159.85348,4155.494505,4167.252747,4165.824176,4160.512821,4169.413919,4171.465201,4176.190476,4167.069597,4161.538462,4165.018315,4154.981685,4165.164835,4170.14652,4165.347985,4174.578755,4174.871795,4182.087912,4179.230769,4167.106227,4170.586081,4164.542125,4168.241758,4172.600733,4166.336996,4173.223443,4174.468864,4180.29304,4184.761905,4183.369963,4192.857143,4183.076923,4173.260073,4170.915751,4160.695971,4167.509158,4167.252747,4163.553114,4163.150183,4154.468864,4164.212454,4167.435897,4163.260073,4166.153846,4160.549451,4163.040293,4154.505495,4143.736264,4146.776557,4145.494505,4157.252747,4160,4158.717949,4171.904762,4167.106227,4167.912088,4169.230769,4165.201465,4173.186813,4162.307692,4154.285714,4153.333333,4149.78022,4159.52381,4153.589744,4152.857143,4159.92674,4155.567766,4162.527473,4161.648352,4159.194139,4158.205128,4152.747253,4163.040293,4158.351648,4152.380952,4158.608059,4159.78022,4171.025641,4170.03663,4172.564103,4186.483516,4183.003663,4192.490842,4196.849817,4191.428571,4194.468864,4182.490842,4181.245421,4184.578755,4181.941392,4184.981685,4174.468864,4176.923077,0
4170.21978,4164.945055,4163.992674,4157.948718,4150.915751,4154.615385,4150.40293,4157.472527,4161.684982,4160.43956,4165.494505,4155.347985,4157.765568,4160.952381,4155.128205,4162.967033,4158.754579,4162.893773,4172.930403,4170.622711,4178.681319,4175.384615,4170.512821,4170.14652,4159.6337,4159.52381,4157.912088,4164.798535,4173.516484,4164.322344,4168.315018,4169.450549,4169.70696,4176.153846,4169.96337,4172.307692,4169.78022,4166.410256,4171.465201,4162.783883,4163.589744,4164.761905,4163.882784,4172.527473,4168.351648,4173.113553,4176.153846,4171.538462,4180.512821,4173.626374,4166.813187,4163.626374,4159.413919,4172.673993,4172.857143,4170.40293,4170.14652,4161.831502,4169.120879,4170.21978,4170.14652,4171.391941,4164.835165,4173.150183,4171.721612,4170.622711,4178.717949,4171.611722,4175.018315,4174.358974,4173.369963,4180.732601,4170.842491,4168.791209,4169.67033,4169.450549,4174.945055,4163.663004,4160.842491,4162.673993,4160.03663,4165.128205,4158.205128,4158.241758,4159.084249,4152.710623,4159.85348,4157.619048,4160.07326,4164.578755,4157.728938,4163.443223,4162.527473,4164.249084,4164.652015,4151.721612,4160.29304,4164.981685,4158.608059,4153.333333,0
4174.981685,4183.846154,4174.578755,4179.304029,4176.520147,4159.78022,4163.223443,4158.315018,4163.919414,4171.904762,4169.89011,4174.505495,4162.051282,4165.457875,4175.384615,4164.029304,4165.384615,4157.106227,4154.908425,4163.479853,4156.263736,4161.758242,4162.197802,4164.908425,4174.578755,4172.967033,4181.758242,4171.025641,4159.010989,4162.857143,4150.18315,4153.186813,4152.783883,4148.681319,4163.553114,4163.553114,4168.608059,4171.978022,4168.315018,4170.805861,4158.168498,4161.758242,4160.512821,4143.260073,4146.813187,4144.102564,4150.10989,4154.432234,4143.846154,4155.750916,4158.095238,4157.032967,4160.805861,4153.443223,4162.197802,4165.750916,4166.190476,4163.846154,4155.238095,4169.6337,4165.714286,4161.465201,4173.260073,4161.172161,4163.663004,4168.095238,4162.271062,4166.849817,4163.626374,4167.619048,4164.945055,4163.406593,4175.750916,4166.007326,4164.761905,4165.421245,4157.326007,4165.018315,4157.582418,4155.860806,4156.959707,4147.179487,4156.080586,4153.956044,4153.553114,4154.798535,4143.846154,4151.245421,4146.666667,4146.336996,4157.326007,4148.315018,4148.937729,4146.410256,4148.864469,4155.641026,4144.725275,4153.186813,4154.908425,4147.582418,0
4147.692308,4152.014652,4140.842491,4144.358974,4154.029304,4155.750916,4163.772894,4155.164835,4161.245421,4160.879121,4141.355311,4148.058608,4146.263736,4143.846154,4146.300366,4141.794872,4152.417582,4147.216117,4148.424908,4158.681319,4152.564103,4156.813187,4152.527473,4153.443223,4157.106227,4146.227106,4159.92674,4163.260073,4157.252747,4164.798535,4161.428571,4162.124542,4148.351648,4139.92674,4148.424908,4138.791209,4150.549451,4161.538462,4154.175824,4156.043956,4149.89011,4157.435897,4165.274725,4167.399267,4175.531136,4160.805861,4159.047619,4161.098901,4157.912088,4172.124542,4161.135531,4151.648352,4156.153846,4156.410256,4164.395604,4153.699634,4152.380952,4153.260073,4138.278388,4147.399267,4145.274725,4141.318681,4150.732601,4150.879121,4162.197802,4160.695971,4161.135531,4170.805861,4156.959707,4156.153846,4160.549451,4164.139194,4166.666667,4153.919414,4163.223443,4163.076923,4156.300366,4169.450549,4162.051282,4159.67033,4163.406593,4166.923077,4176.593407,4167.399267,4178.095238,4189.340659,4185.201465,4197.619048,4195.934066,4199.084249,4204.945055,4196.373626,4198.864469,4189.157509,4188.717949,4194.981685,4184.065934,4183.406593,4176.153846,4177.509158,0
4146.190476,4143.699634,4145.201465,4141.758242,4145.787546,4142.564103,4151.868132,4155.677656,4141.428571,4143.406593,4140.07326,4142.307692,4146.410256,4136.593407,4145.750916,4151.428571,4154.835165,4156.007326,4142.527473,4145.934066,4144.688645,4141.245421,4143.479853,4135.201465,4138.901099,4135.311355,4134.468864,4149.304029,4147.435897,4148.278388,4144.175824,4141.501832,4155.604396,4152.124542,4153.992674,4158.717949,4154.505495,4161.318681,4158.058608,4159.78022,4161.684982,4158.974359,4168.571429,4161.172161,4162.234432,4171.794872,4165.860806,4167.948718,4160.805861,4160,4166.007326,4159.157509,4166.703297,4164.505495,4156.959707,4156.923077,4146.336996,4149.487179,4152.673993,4157.069597,4164.139194,4153.882784,4157.069597,4158.864469,4156.813187,4160.805861,4151.062271,4157.069597,4161.794872,4155.604396,4162.673993,4157.655678,4156.483516,4160.47619,4162.747253,4174.285714,4166.923077,4165.641026,4170,4158.571429,4158.131868,4155.384615,4159.70696,4162.637363,4151.391941,4159.340659,4164.798535,4170.879121,4177.289377,4169.230769,4176.556777,4174.249084,4165.897436,4165.750916,4157.106227,4161.025641,4156.117216,4155.494505,4174.908425,4173.040293,0
4175.934066,4167.875458,4175.824176,4172.783883,4174.505495,4175.677656,4165.201465,4172.234432,4171.575092,4171.062271,4173.260073,4169.85348,4183.113553,4181.758242,4175.164835,4179.120879,4170.805861,4168.315018,4164.615385,4165.787546,4169.230769,4160.549451,4169.304029,4166.959707,4159.59707,4172.344322,4167.985348,4164.322344,4162.490842,4156.410256,4157.179487,4149.89011,4158.424908,4165.714286,4162.490842,4171.831502,4172.197802,4179.194139,4178.571429,4162.673993,4169.487179,4170.14652,4166.666667,4164.908425,4158.424908,4166.849817,4164.945055,4166.703297,4175.347985,4168.388278,4168.901099,4165.311355,4169.010989,4177.802198,4165.421245,4169.157509,4174.249084,4171.831502,4179.377289,4176.483516,4179.96337,4177.399267,4166.336996,4167.728938,4164.615385,4173.076923,4173.186813,4164.871795,4180.32967,4183.076923,4186.153846,4193.736264,4186.153846,4183.919414,4175.860806,4174.432234,4173.369963,4163.150183,4168.754579,4166.080586,4167.362637,4177.362637,4177.399267,4186.336996,4181.062271,4174.285714,4177.252747,4165.091575,4164.212454,4163.113553,4162.527473,4172.051282,4166.813187,4171.904762,4175.567766,4170.43956,4170.549451,4158.021978,4159.450549,4161.135531,0
